Sample,Bacteroides vulgatus,Faecalibacterium prausnitzii,Bacteroides uniformis,Bacteroides dorei,Bacteroides ovatus,Bacteroides fragilis,Escherichia coli,Parabacteroides distasonis,Bacteroides thetaiotaomicron,Bacteroides sp. A1C1,Blautia sp. SC05B48,Anaerostipes hadrus,Roseburia intestinalis,Collinsella aerofaciens,Bifidobacterium adolescentis,[Eubacterium] eligens,Alistipes sp. 3BBH6,Akkermansia muciniphila,Bacteroides sp. PHL 2737,Bacteroides cellulosilyticus,Bacteroides xylanisolvens,Bifidobacterium longum,Anaerobutyricum hallii,Bacteroides caccae,[Ruminococcus] gnavus,Ruminococcus bicirculans,Megamonas funiformis,Roseburia hominis,Alistipes shahii,Bifidobacterium pseudocatenulatum,Odoribacter splanchnicus,Dysosmobacter welbionis,Longibaculum sp. KGMB06250,Ruthenibacterium lactatiformans,Parabacteroides sp. CT06,Streptococcus salivarius,[Clostridium] bolteae,Flavonifractor plautii,Bacteroides intestinalis,Phascolarctobacterium faecium,Klebsiella pneumoniae,Alistipes finegoldii,Oscillibacter sp. PEA192,Alistipes sp. 5CBH24,Paraprevotella xylaniphila,Clostridioides difficile,Bacteroides caecimuris,Butyricimonas faecalis,Bacteroides salanitronis,Faecalitalea cylindroides,Intestinimonas butyriciproducens,Prevotella intermedia,Bifidobacterium bifidum,Acidaminococcus intestini,Fusobacterium mortiferum,Megasphaera elsdenii,[Clostridium] clostridioforme,Eggerthella lenta,Haemophilus parainfluenzae,Blautia hansenii,Bifidobacterium catenulatum,Alistipes sp. Marseille-P5997,Streptococcus thermophilus,Mordavella sp. Marseille-P3756,Alistipes sp. 5CPEGH6,Adlercreutzia equolifaciens,[Clostridium] innocuum,Blautia producta,[Clostridium] scindens,Dialister sp. 5BBH33,Prevotella melaninogenica,Dialister sp. Marseille-P5638,Blautia sp. YL58,Alistipes indistinctus,Prevotella ruminicola,Christensenella minuta,Bacteroides helcogenes,Blautia sp. N6H1-15,Erysipelatoclostridium ramosum,Klebsiella variicola,Streptococcus parasanguinis,Klebsiella quasipneumoniae,Ruminococcus sp. JE7A12,Prevotella oris,Enterococcus faecium,Lachnoclostridium phocaeense,Streptococcus pasteurianus,Prevotella dentalis,Salmonella enterica,Bacteroides heparinolyticus,Bifidobacterium breve,Lachnoclostridium sp. YL32,Desulfovibrio piger,Veillonella parvula,Romboutsia ilealis,Prevotella denticola,Porphyromonas asaccharolytica,Streptococcus sp. HSISM1,Prevotella fusca,Parvimonas micra,Clostridium sp. SY8519,Ruminococcus champanellensis,Bacteroides zoogleoformans,Monoglobus pectinilyticus,Enterococcus faecalis,Barnesiella viscericola,Raoultella ornithinolytica,Klebsiella aerogenes,Lactobacillus salivarius,Oscillibacter valericigenes,Prevotella scopos,Veillonella atypica,Streptococcus agalactiae,[Clostridium] saccharolyticum,Veillonella dispar,Prevotella jejuni,Acidaminococcus fermentans,Enterobacter hormaechei,Pseudobutyrivibrio xylanivorans,Lactobacillus ruminis,Lactococcus lactis,Citrobacter freundii,Pseudomonas aeruginosa,Streptococcus sp. HSISS1,Prevotella enoeca,Klebsiella oxytoca,Hungatella hathewayi,Lactobacillus paragasseri,Anaerostipes rhamnosivorans,Raoultella planticola,Cloacibacillus porcorum,Gordonibacter pamelaeae,Bifidobacterium dentium,Turicibacter sp. H121,[Clostridium] hylemonae,Fusobacterium varium,Streptococcus sp. FDAARGOS 192,Acutalibacter muris,Campylobacter coli,Clostridium perfringens,Prevotella sp. oral taxon 299,Eubacterium maltosivorans,Citrobacter braakii,Butyrivibrio fibrisolvens,Anaerostipes caccae,Streptococcus oralis,Olsenella sp. GAM18,Streptococcus anginosus,Eubacterium limosum,Christensenella sp. Marseille-P3954
MMRS61683006ST,26.39715,5.001951,6.954907,4.33454,2.548316,2.994731,0.00424969,3.281792,18.4572,1.967893,0.7082959,1.156083,0.4691488,0.5496691,0.001818867,1.819522,0.9014387,0.004819149,2.280693,3.167606,0.2376597,0.01946358,0.4676643,0.1243289,0.4318847,0.0275125,0.000742279,0.3781856,0.0563339,0.001374067,1.107798,0.1533373,0.7524757,0.1648115,0.1737415,0.02054867,0.08348942,0.1724496,5.88509,0.8248224,0.001289073,0.3057114,0.1021257,0.5592026,0.06663515,0.2800064,0.2219047,0.2195787,0.13684,0.04183395,0.1230994,0.01484275,0.000631787,0.000951931,0.000354141,0.001201246,0.05354043,0.1486683,0.007635277,0.1523797,0.002342996,0.02804796,0.002359995,0.084668,0.04344034,0.1120332,0.06800921,0.08449518,0.1077495,0.000198319,0.003292093,0.00096043,0.106874,0.01124468,0.003870051,0.05179239,0.2354838,0.1608309,0.0192426,0.000286146,0.005280949,0.000433468,0.03100857,0.00337992,0.05513832,0.04786568,0.0238096,0.003957878,0.004020207,0.1468835,0.007584281,0.04327318,0.000691283,0.002490319,0.000895268,0.008023415,0.001702709,0.002450655,0.006402867,0.001425063,0.04871278,0.01738973,0.1411464,0.009131168,0.00192086,0.03193784,0.000201152,0.000328643,0.001212578,0.02439606,0.00132307,0.000535461,0.005453769,0.01787703,0.001337236,0.001767871,0.001705542,0.001818867,0.01776087,0.002478986,0.02884407,0.000838606,0.04254223,0.000575125,0.002422324,0.000541127,0.02580412,9.63e-05,0.01558786,3.68e-05,0.001818867,0.004269522,0.000201152,0.003731228,0.0187808,0.00050713,0.000546794,0.01298139,0.003255263,0.006479361,0.001388232,0.03224948,1.98e-05,0.01463593,0.009284157,0.005776746,0.002130511,0.00145906,0.02381526,0.009539138
MMRS62666492ST,10.96622,17.53826,3.651269,1.50456,0.9834214,1.5836,0.09901459,3.024817,3.102678,0.9061845,0.6483386,0.6148947,2.842049,0.5892943,0.2393166,2.933735,2.234394,1.272136416,2.082416,1.913107,0.501837,0.05979697,0.6090021,1.715503,0.6515473,0.6725327,0.002426343,3.093775,2.497786,0.01194355,5.465045,1.445169,0.4796731,0.7629709,0.4121316,0.5861351,0.3043228,0.3232087,0.882961,1.033701,0.03925723,1.676256,0.5407476,0.6988956,0.1441149,0.8614408,0.2430106,1.145432,0.1188116,0.2408715,0.5049269,0.1523248,0.00593216,0.004010893,0.001445902,0.00904184,0.2647586,0.02255013,0.367556253,0.1163852,0.01476603,0.08775438,0.01625154,0.3063629,0.1275662,0.1526912,0.1299826,0.1336172,0.1390344,0.02782866,0.2544887,0.02368903,0.1455211,0.1460856,0.1841941,0.08870511,0.1503837,0.0909829,0.06245109,0.001069571,0.03897003,0.002862094,0.1205843,0.1586036,0.1112949,0.1339836,0.1617925,0.08028718,0.1383213,0.1174152,0.03564248,0.0659371,0.007615745,0.1643575,0.03646446,0.08109927,0.002673929,0.02842287,0.1152562,0.02201535,0.08385242,0.1928299,0.07893041,0.04609061,0.005417181,0.07430551,0.001851943,0.001822233,0.004922009,0.1329933,0.08862588,0.07753403,0.09538993,0.03608813,0.09147807,0.06369892,0.006833373,0.04162416,0.06865064,0.009665757,0.02584798,0.01996533,0.1742015,0.02090616,0.05437979,0.002139143,0.04991334,0.000802179,0.04326813,0.000445655,0.006773953,0.08990342,0.007229511,0.06806634,0.03112651,0.001752909,0.0287794,0.06374844,0.029333988,0.04339687,0.03709828,0.04201039,0.0002872,0.05145827,0.01980688,0.006981925,0.06609556,0.01125031,0.02287695,0.04892299
MMRS64281551ST,16.16692,15.31037,6.47017,1.444584,4.311442,1.933983,2.409323,7.728808,12.5847,1.622163,1.504397,2.621976,0.4912648,0.9867338,0.004211096,3.000906,0.7890592,0.312917337,1.028708,0.08645092,1.086593,0.006330361,0.8228852,0.2048623,0.158115,0.8617109,0.002887413,0.8204435,0.02688517,0.000967043,1.848548,0.2949002,0.1924142,0.2257531,0.6444828,0.01072663,0.1526968,0.2373439,0.09507886,0.0401563,0.01566473,0.8851463,0.1771472,0.3920571,0.2332357,0.1634783,0.2400393,0.4132841,0.08211637,0.1440483,0.09250694,0.5431148,0.004485434,0.008758256,0.000493809,0.003847597,0.08978413,0.09682777,0.278899365,0.1083431,0.002030105,0.01233152,0.006714434,0.04857163,0.01136447,0.0454236,0.1206335,0.0761015,0.04882539,0.001179655,0.5579702,0.001467711,0.07346099,0.1759127,0.4108425,0.08454426,0.05882503,0.04187091,0.03400426,0.001790059,0.02713893,0.001879219,0.008003825,0.3478955,0.02226943,0.0397928,0.0106992,0.3097762,0.2539277,0.06599898,0.006680142,0.03740605,0.005294733,0.03241995,0.008092985,0.1858437,0.00593257,0.02570552,0.265882,0.002078114,0.09678662,0.01598022,0.03998483,0.01306537,0.01163195,0.03247482,0.002249576,0.000582969,0.001652889,0.02567122,0.1788961,0.03332527,0.01635743,0.02401833,0.01211204,0.1445764,0.004588311,0.007468865,0.03309208,0.004300256,0.02713208,0.008058693,0.006680142,0.001255099,0.09930367,0.003868173,0.02122008,0.000459517,0.03693968,0.000212612,0.001570588,0.04966212,0.01038371,0.01047973,0.01578132,0.00080244,0.000925892,0.01251669,0.017735983,0.005815976,0.08005197,0.008065552,0.00026748,0.02296899,0.01423131,0.004245388,0.002681659,0.001385409,0.02941594,0.008723964
MMRS65742083ST,4.619095,21.2626,2.55538,0.8555694,0.2938962,3.484311,0.1269245,0.8841676,1.040361,0.5702532,0.4062001,0.3649546,1.555666,0.04723666,0.01797346,2.989799,0.312117,0.02934565,0.3143156,2.42612,0.09064228,0.01406547,0.4518757,1.126815,0.1729519,0.1260176,0.001582983,0.7082696,1.241812,0.002303021,0.4416303,0.5455686,0.131624,0.1483002,1.197257,0.06683707,0.1700663,0.1470141,0.9492293,0.007403744,3.026532,0.1272762,0.177459,0.1385495,0.7496964,0.2291643,0.06294557,0.1225053,0.0342485,0.2953913,0.3376591,0.1062468,0.003231924,0.003374832,0.000494682,0.004237778,0.1109792,0.01163603,0.350207549,0.0857779,0.004105863,0.02108446,0.006590267,0.06530355,0.03925029,0.01771512,0.1272872,0.08958696,0.1108748,0.01879793,0.1701432,0.01016297,0.09661694,0.04378488,0.1270014,0.08737737,0.02312914,0.06099982,0.003050541,0.00417182,0.004963312,0.006986013,0.03364939,0.1049881,0.02447578,0.08224917,0.01907825,0.08370573,0.01744579,0.02309067,0.007288318,0.06135709,0.00381455,0.177481,0.00065408,0.08634404,0.003699124,0.004248771,0.08254048,0.002885646,0.04396626,0.4454559,0.01709402,0.02582791,0.004897354,0.0291148,0.00519966,34.76879,0.001764367,0.06665568,0.05035316,0.154132,0.1066645,0.04545031,0.1347459,0.04082777,0.01272982,0.00463902,0.06036223,0.006997006,0.01445022,0.002885646,0.01345536,0.002863661,0.03878309,0.002792206,0.0378322,0.001720395,0.02825735,0.000764009,0.002577844,0.01299365,0.001330146,0.002561355,0.03247864,0.000412235,0.005408526,0.03957458,0.010333363,0.005765796,0.02656993,0.0233545,1.65e-05,0.04728613,0.02654795,0.02534422,0.005144695,0.001577487,0.02017204,0.02896639
MMRS65862658ST,7.697801,13.72164,6.780322,5.332972,1.970102,1.028737,0.04344141,2.668015,1.083247,1.82863,1.029942,1.26739,3.024682,0.2340785,0.006420817,4.96616,0.2161981,0.176321751,1.873533,7.226293,2.163968,0.03836591,0.640186,0.8537546,0.5197743,4.016729,0.002745664,2.295864,0.9691581,0.005417947,1.554669,0.4511755,0.7756286,0.2416367,0.2878361,2.222263,0.3217808,0.2513475,0.6547399,0.02110309,0.006102834,0.2395393,0.2247164,0.262801,3.283551,0.5559449,0.3892972,0.5270818,0.2978525,0.08615513,0.3152499,0.02448472,0.001791714,0.003497817,0.000593161,0.006500313,0.2061755,0.01643729,0.725167077,0.1174337,0.01511032,0.05064496,0.04717772,0.292349,0.05770786,0.2041331,0.1005745,0.2025554,0.1878976,0.001351429,0.01069525,0.001999626,0.1227599,0.04207164,0.008964684,0.4752138,0.1002198,0.1203811,0.003772994,0.000269063,0.8153704,0.001064021,0.05841721,0.006060028,0.0908515,0.1093312,0.1038521,0.008444903,0.01088481,0.09294286,0.02397105,0.09419644,0.62921561,1.130052,0.002225883,0.011692,0.002262574,0.5571496,0.00474529,0.003516162,0.1125967,0.04719606,0.06237365,0.02131711,0.002629477,0.08548248,0.000642082,0.000593161,0.01037115,0.04053064,0.004201049,0.1727872,0.1222096,0.08580658,0.4889605,0.003442781,0.005430177,0.007228005,0.1041885,0.006512543,0.009038064,0.004690254,0.02798253,0.1889677,0.005424062,0.001858979,0.0672657,0.00047086,0.0289854,0.000287408,0.008665045,0.04225509,0.006292401,0.01588082,0.03182279,0.001155747,0.08799577,0.02987209,0.010725822,0.02109697,0.0052773,0.02208761,9.17e-05,0.07214552,0.02537751,0.06140747,0.002109697,0.05616686,0.02401997,0.01676139
MMRS66868025ST,1.544656,47.92421,6.833516,1.262265,1.44294,0.6643901,0.08398105,0.5116459,0.2940624,1.348531,0.315483,0.1813908,2.601071,2.190338,0.005060083,0.2125737,0.2492185,0.033606233,1.517428,0.2330965,0.5923938,0.05846719,0.1518527,0.1372814,0.1109703,3.570397,0.000922869,1.381139,6.886346,0.005857391,0.371439,0.8786338,0.1879701,0.601453,0.08378643,0.000458295,0.1827719,0.5816772,0.2538893,0.01224841,0.01097398,0.2637898,0.4890074,1.372205,0.06353982,0.2931018,0.2580266,0.2400212,0.1608742,0.2296876,0.638305,0.01937396,0.007276223,0.00396143,7.53e-05,0.007527344,0.1813657,0.1697011,0.001073541,0.1447272,0.009147073,0.1082833,0.005348872,0.2321172,1.786718,0.373247,0.1657648,0.300466,0.06235956,0.001450222,0.00339013,0.002649324,0.05390934,0.02631118,0.009234965,0.03562148,0.3076543,0.03001521,0.011539,0.001117487,0.005147975,0.005700441,0.01758473,0.007263667,0.05997391,0.1602966,0.006403579,0.01879011,0.04409052,0.2538956,0.05960978,0.04210039,0.007433174,0.002234975,0.00133094,0.01673092,0.003754255,0.003973986,0.005970396,0.000596412,0.03303493,0.08103038,0.2125988,0.02392553,0.000671748,0.1345379,0.001525558,0.001117487,0.000973093,0.1682634,0.001525558,0.00069686,0.02036589,0.03663224,0.000445739,0.003164121,0.01234258,0.1150824,0.02425199,0.00123677,0.004765016,0.005060083,0.02830758,6.28e-05,0.004576675,0.003107619,0.04117752,0.000182063,0.0256771,0.000521076,0.006095956,0.2341324,0.001782957,0.001801791,0.02065468,0.000282511,5.02e-05,0.06478287,0.03127081,0.002586544,0.000866367,0.03896766,0.000596412,0.01627262,0.01101164,0.000671748,0.01840715,0.00123677,0.03994075,0.04183671
MMRS73787048ST,26.23176,6.292391,0.1648571,2.293778,15.06614,1.100022,1.452471,0.1474606,5.140887,0.03404873,2.031192,3.450434,6.460204,0.05556812,0.02092506,1.311751,0.2210196,0.024726691,0.03008111,0.01731618,4.190044,1.374805,1.047982,0.09663114,0.5142434,1.397235,0.001949007,2.665583,0.01409282,0.031409,0.00888833,0.9340938,1.791229,1.27759,0.001766957,0.005461504,0.567718,0.6959616,0.01674861,0.00306808,0.004974252,0.67373,0.438623,0.0192866,0.01086411,0.5822445,0.4603726,0.006457425,0.03970299,0.3754355,0.5790907,0.002832486,0.007962016,0.01295769,0.000920959,0.004802911,0.2118689,0.1954522,0.008722343,0.1435626,0.4996526,0.002843195,0.003207295,0.5912399,0.1556261,0.006564513,0.1747413,0.2063378,0.254308,0.009852124,0.002318462,0.007951307,0.202247,0.005932692,0.00192759,0.1069812,0.009927086,0.1691031,0.02664357,0.000535442,0.000497961,0.001622388,0.03566576,0.000540796,0.09040395,0.1854555,0.09839809,0.001766957,0.007630042,0.003694547,0.07231138,0.1291271,0.003972976,0.01372337,0.07102097,0.001156554,0.000631821,0.0003641,0.001279705,0.003956913,0.1050269,0.09021119,0.005579301,0.08098018,0.003667775,0.002393424,0.001097655,0.000605049,0.001943653,0.08438023,0.000540796,0.001911526,0.02313643,0.03913542,0.002345234,0.000781745,0.004181798,0.003314383,0.04625144,0.009579049,0.2394976,0.00512953,0.009380936,0.000299847,0.000888833,0.001472464,0.04145388,0.00027843,0.1136207,0.000139215,0.003218004,0.3987487,0.003035954,0.07459236,0.0508134,0.001847273,0.000107088,0.05612498,0.017664217,0.02756989,0.000224885,0.0540207,0.00013386,0.04024379,0.02563694,0.002345234,0.005247327,0.001766957,0.02836769,0.02701838
MMRS79893829ST,7.403377,5.647432,12.28998,2.828974,6.983854,6.16074,0.07931277,3.636005,0.7218568,2.868636,0.8627254,0.5526643,0.8783223,0.04141585,0.004928527,3.08108,1.133247,5.863486503,3.066588,0.3330203,2.221031,0.02202626,0.2140461,1.142688,0.2779344,0.4351402,0.002423699,1.446594,4.985884,0.005151629,1.118198,1.727215,0.6095857,0.7312372,0.4259423,0.02274627,0.5257095,0.419016,1.750509,0.03394193,0.008437313,1.31474,1.337182,0.4524104,2.928579,0.6278598,0.3786143,0.6224141,0.5421684,0.121256,0.3431106,0.04966048,0.003366812,0.01254442,0.001399458,0.004137529,0.4471269,0.05711412,0.006297562,0.07411044,0.002951031,0.1848198,0.003387095,0.4589919,0.5322505,0.08439341,0.2132146,0.0868374,0.09661332,0.001085087,0.02379079,0.001734111,0.08896701,0.04105077,0.03489519,0.03908342,0.2612829,0.06623088,0.0034378,0.000699729,0.004715566,0.003924568,0.02901341,0.01641828,0.03018976,0.1409498,0.02566687,0.03535153,0.02531194,0.2531295,0.0299768,0.05400083,0.004066542,0.007626033,0.008995068,0.02118455,0.004269362,0.004289644,0.01816253,0.00273807,0.03029117,0.1573681,0.189941,0.1227872,0.003427659,0.169659,0.000841703,0.000588178,0.002302007,0.07859276,0.01175342,0.004279503,0.03721748,0.05697215,0.00334653,0.008163506,0.006571369,0.004279503,0.02147864,0.001034382,0.004806835,0.01245315,0.03434757,0.000861985,0.008721261,0.002707647,0.03604112,0.00020282,0.03126471,0.000182538,0.005222616,0.00698715,0.001348753,0.01117538,0.01903466,0.000851844,0.000983677,0.05145544,0.015586719,0.005466,0.01136806,0.04145641,0.003498646,0.02716774,0.0105365,0.001744252,0.004340349,0.000679447,0.01542446,0.04832187
MMRS81135225ST,20.32512,4.41348,6.889127,5.116262,3.278735,2.405653,0.007542236,5.047009,2.531365,12.69032,0.6327874,1.170783,2.061489,0.3311075,0.02976242,0.5418501,0.2587652,0.011794011,6.487041,2.533847,4.240564,0.04468907,0.6604407,0.4903554,0.2010673,0.05861614,0.001745667,0.4050042,0.4073238,0.002013495,1.837704,0.4363258,0.4739844,0.2198296,0.5018337,0.01568709,0.4616786,0.1796937,0.7303295,0.02223931,0.006480488,0.7915474,0.2672974,0.2466316,1.804053,0.2104365,0.9942121,0.8617567,0.2021482,0.1250615,0.3123213,0.05330261,0.001143053,0.02179453,0.233015405,0.008977031,0.09439513,0.004868736,0.001037835,0.08088415,0.003218722,0.05026563,0.01126314,0.1037117,0.1172179,0.003797423,0.07274886,0.08542766,0.08350504,0.001363055,0.02531934,0.001253054,0.08207503,0.117701,0.01647622,0.04452167,0.6183916,0.06175355,0.00597831,0.000167393,0.003080025,0.001166966,0.01138749,0.01107183,0.05611003,0.04794605,0.01854711,0.01742797,0.003673074,0.3712196,0.01806885,0.05790352,0.008508331,0.006308313,0.00111914,0.01503665,0.002850458,0.001549578,0.007953544,0.0016261,0.08256764,0.02156974,0.2523038,0.01032095,0.001783928,0.08077893,0.000420873,0.00063131,0.001716971,0.03623813,0.00807311,0.000923051,0.01864276,0.02676848,0.001659579,0.006566576,0.004156121,0.001549578,0.03704161,0.004978737,0.005567003,0.001415664,0.3688426,0.000200871,0.008761812,0.000712615,0.04000685,0.000124349,0.01682057,0.000105218,0.002056539,0.004084382,0.000502178,0.002066104,0.01763362,0.00128175,0.00039696,0.01747101,0.027524141,0.005629177,0.007872239,0.01788232,6.22e-05,0.02239236,0.01159792,0.00167871,0.003166113,0.002061321,0.01446273,0.01099531
MMRS84159866ST,15.96926,21.81832,2.827692,3.134377,1.318864,0.7538289,0.04679022,1.143314,0.7301282,0.5051336,1.245371,5.29935,1.968987,0.7434582,0.01491875,2.888214,0.6192895,0.062651757,0.364536,7.320452,0.3866391,0.2764115,1.260464,1.389512,0.4356816,0.2151652,0.006564598,1.241617,1.031768,0.005595622,0.8015706,0.9913154,0.6357796,0.3766787,0.09578901,0.07530083,0.166952,0.4962382,0.5067835,0.03425463,0.2849577,0.4122515,0.527359,0.6037423,0.08261617,0.7300584,0.1321038,0.1555338,0.4636509,0.3446676,0.6588692,0.05201047,0.004225087,0.007874026,0.003744964,0.008231936,0.1507239,0.0327968,0.070543242,0.1356742,0.01590518,1.012214,0.009279479,0.6251121,0.8629391,0.06040827,0.1682615,0.2489746,0.2830285,0.000672173,0.01681305,0.005848778,0.1341902,0.03660287,0.03222938,0.1419158,0.04696481,0.133937,0.01238719,0.006695541,0.01654244,0.04068829,0.04884166,0.01972871,0.08054727,0.1830406,0.03102471,0.0638477,0.0516351,0.04434596,0.02757655,0.1126544,1.144858946,0.1679909,0.0610368,0.051574,0.007455009,0.01618453,0.0156433,0.009270749,0.08918077,0.2129915,0.04280956,0.03884636,0.009899274,0.3641432,0.01639404,0.003980661,0.009305667,0.1608065,0.01105157,0.009148536,0.07289148,0.08409146,0.04938289,0.01019608,0.01253559,0.01587899,0.07394775,0.01034448,0.04359522,0.01179358,0.03628861,0.00327357,0.02228646,0.005228982,0.05983212,0.001981601,0.257643,0.01374899,0.015023502,0.02329909,0.001518936,0.008572388,0.06057413,0.002208568,0.004478243,0.0893379,0.030186676,0.05932581,0.0110603,0.04017325,0.000628525,0.0697925,0.0309636,0.007786731,0.02097703,0.003771152,0.03398402,0.07448898
MMRS86168210ST,2.654434,37.26038,1.367814,0.436704,0.4881996,0.4514268,0.4521478,0.3978168,0.3412837,0.3939972,0.2506183,0.1192437,0.6612579,1.59648,0.01181914,0.2714602,1.113367,0.790820164,0.524758,2.095885,0.2795475,0.03725026,0.1806194,0.273974,0.1239889,0.04866016,0.000974372,0.9354268,3.135228,0.00531033,0.2610831,1.224659,0.1614633,0.7607608,0.04242418,0.003955952,0.1534344,0.5998334,0.1325731,0.04257033,0.4950007,0.1369675,0.6406109,0.4737204,0.9055038,0.2352817,0.06133675,0.2983041,0.02478804,0.1449671,1.232571,0.06954096,0.005670848,0.03940362,0.000409236,0.01415763,0.1322905,0.1204129,0.050638136,0.08769352,0.006781632,0.09609261,0.001042579,0.161054,0.07893391,0.08490681,0.3853838,0.1421122,0.06077161,0.006011878,0.0577608,0.001578483,0.03723077,0.0276332,0.05955364,0.0642014,0.02623011,0.03368406,0.00988988,0.1939781,0.001627202,0.2121501,0.02955272,0.04615602,0.02136799,0.0963362,0.005963159,0.1093148,0.1442266,0.01920488,0.02602549,0.05334689,2.629139426,0.01106887,0.001939001,0.09048997,0.006216496,0.001052322,0.03344046,0.000798985,0.04102108,0.1104743,0.01727562,0.02892912,0.001773358,0.02423264,0.1007014,2.559901,0.000857448,0.3466038,0.01754845,0.009353975,0.007327281,0.05190482,0.006664708,0.0130371,0.02409623,0.07181125,0.0181623,0.001958489,0.002455419,0.1097533,0.09641415,6.32e-06,0.02561625,0.1853646,0.04972223,0.000224106,0.04536678,0.05281099,0.104832731,0.05343458,0.003205685,0.003205685,0.02011105,0.000311799,1.95e-05,0.1024942,0.02207928,0.004638013,0.01318326,0.03845848,0.008087291,0.02238134,0.01390429,0.002299519,0.04982941,0.000721036,0.0380395,0.102046
MMRS88581325ST,10.73684,12.70685,2.784122,1.926809,5.367218,1.503188,0.2315286,0.915521,2.738544,0.7101819,3.026896,3.477808,0.9340972,2.012389,6.898394,0.9401008,2.204169,5.315230718,2.306962,1.903273,0.4725845,2.130575,1.498294,1.820434,0.4689447,0.9730986,0.004060378,1.086992,1.908856,0.02557313,1.823219,1.494719,0.1631039,0.4772684,0.08751565,0.04338804,0.3557761,0.3197838,0.7810282,0.04585327,0.01517566,0.9570021,0.8872216,2.131285,0.04157537,0.4518548,0.1227467,0.5481728,0.09667325,0.1626544,0.4416024,0.02492057,0.0327513,0.128337,0.002030189,0.005314745,0.2106684,0.03995122,0.016314019,0.1140604,0.1389374,0.08561597,0.009222859,0.3659416,0.09563641,0.1108556,0.08596401,0.1677154,0.1592756,0.002001186,0.03221475,0.002653747,0.1046925,0.2077028,0.02023663,0.1713335,0.02965526,0.1141039,0.009259112,0.000725068,0.005220486,0.001341375,0.05458308,0.02145475,0.04970338,0.1455646,0.05065322,0.01226814,0.01997561,0.02757432,0.09167029,0.1013282,0.006395096,0.008323775,0.02046141,0.01030321,0.002218707,0.003480324,0.013421,0.00676488,0.09865269,0.2174187,0.01837321,0.02993804,0.01385604,0.1283297,0.001972184,0.000638059,0.005285742,0.08729088,0.01013644,0.004038626,0.110435,0.05274141,0.002436227,0.008751565,0.007859732,0.004756443,0.03391866,0.01099202,0.02868367,0.04073429,0.2713783,0.003125041,0.01132555,0.00751895,0.03512952,0.000891833,0.07746621,0.004328653,0.007816228,0.03368664,0.005423505,0.008193263,0.04179289,0.004647683,0.002225957,0.04863028,0.019787093,0.02755982,0.005757036,0.03894338,0.000797574,0.03568782,0.02072243,0.008505042,0.008229516,0.005496012,0.02660998,0.05591721
MMRS91297590ST,0.06740917,7.063698,22.72906,0.5251848,19.68264,11.65626,0.0337762,5.488737,0.4838825,5.361106,0.8953037,0.9759291,0.7156088,0.008463581,0.001875009,0.2486405,0.4784918,0.067305003,2.43841,0.04435568,2.2874,0.009576868,0.8633048,0.06959668,1.100578,0.01670581,0.000924484,0.5235311,0.6321905,0.001582039,0.5002888,0.6900944,0.07969438,0.282293,1.220611,0.0388869,0.7516376,0.5893192,0.5438307,2.224587,0.002167979,0.5071443,0.993058,0.02990899,0.01028651,0.2485298,0.2243044,0.1110161,0.06686229,0.1727417,0.1150591,0.002649752,0.001152349,0.001054692,0.000501304,0.001640633,0.235893,0.2197927,0.001380215,0.1395449,0.0034896,0.009257856,0.04492209,0.1498965,0.009303429,0.3884393,0.1153456,0.14489,0.1172076,0.000618493,0.000800785,0.000273439,0.1847079,0.006328155,0.000839848,0.08551472,0.07463577,1.132414,0.09444706,0.000566409,0.01014979,0.000735681,0.008632853,0.000598961,0.05940132,0.1042192,0.02835951,0.000957036,0.002356782,0.1044341,0.01167974,0.09797572,0.000644534,0.001614591,0.01692065,0.000774743,0.000175782,0.008457071,0.000221355,0.002591158,0.09524133,0.01644539,0.02604179,0.1650594,0.007675817,0.003502621,0.000214845,0.000234376,0.0013086,0.02572278,0.000377606,0.001119797,0.03224624,0.02808607,0.000885421,0.000279949,0.002421886,0.002167979,0.02460298,0.007063835,0.003769549,0.001184901,0.1322272,0.002018239,0.00029297,0.000930994,0.0550914,0.000475263,0.04335307,0.00014323,0.001809904,0.004329447,0.000572919,0.006464874,0.02477876,0.00159506,0.001360683,0.01805998,0.017024819,0.0112175,0.000625003,0.02503918,0.000208334,0.01753914,0.04732444,0.006250029,0.001666674,0.001621101,0.02769544,0.01455085
